"Year","flannel","jean","moleskin","velour","twill","gingham","leather","rayon","satin"," cotton","eyelet"," cotton.1","jacquard","angora","flax","nylon","canvas"," lace","velvet","cotton ","chino","cotton","mesh","silk ","silk","taffeta","chiffon","damask","cotton .1","mohair","lace","tweed"
1887,"1.5658081347049002E-5","6.441259177306077E-6","2.140826665343711E-7","5.258170756984553E-7","6.2309323470266956E-6","6.948297071729588E-7","4.087101012678993E-5","1.014075788847021E-7","2.0510621788494745E-5","4.807470406385877E-7","2.028151577694042E-7","2.0657099402439315E-7","1.6150095896452557E-7","4.206536605587642E-7","1.1913512600825001E-5","2.25350175299338E-8","5.295729119534443E-7","2.816877191241725E-7","3.0290819396486016E-5","9.389590637472416E-8","1.4272177768958073E-7","1.287049967859619E-4","2.6065503609623426E-6","1.12675087649669E-7","7.945471597429159E-5","5.220612394434664E-7","1.5398928645454763E-7","5.491032604793869E-6","1.8403597649445936E-7","2.7567838111619013E-6","6.639942915194994E-5","3.194338734868116E-5"
1888,"1.9473620145949216E-5","8.425878432754862E-6","4.81273533669715E-7","1.3109316402197462E-6","5.868663835942645E-6","6.824027716212377E-7","5.3266923715339876E-5","1.1852258665000444E-7","1.855058060749312E-5","2.5859473450910064E-7","2.8014429571819234E-7","2.2267879916061443E-7","2.190872056257658E-7","3.3401819874092163E-7","1.3590589935867177E-5","3.5915935348486194E-8","4.5972397246062334E-7","2.765527021833437E-7","2.7964147262331353E-5","4.6690715953032056E-8","2.2627039269546304E-7","1.080961906183389E-4","2.02925034718947E-6","2.370451733000089E-7","8.047683633535302E-5","6.536700233424488E-7","1.4007214785909617E-7","5.725000094548699E-6","1.7239648967273374E-7","2.618271686904644E-6","7.284829166733455E-5","2.7468507354522244E-5"
1889,"1.504805324136444E-5","8.34850398510687E-6","2.4322976477603563E-7","2.3965285647050567E-7","4.120598367970486E-6","7.010740278838674E-7","4.983706342094859E-5","9.299961594377833E-8","1.8199309458536314E-5","2.3965285647050567E-7","1.609608737488471E-7","8.584579933271846E-8","4.793057129410113E-7","4.614211714133617E-7","1.227952621288427E-5","3.934599136082929E-8","4.506904464967719E-7","2.003068651096764E-7","2.6408314019727513E-5","7.511507441612865E-8","1.8599923188755666E-7","9.864040034159904E-5","1.8099156025981474E-6","1.1803797408248788E-7","7.785498617816458E-5","1.2089950072691182E-6","4.4711353819124194E-7","4.388866490885231E-6","1.2519179069354775E-7","2.128260441790312E-6","6.237770394013654E-5","2.7016388431667605E-5"
1890,"1.25597665516683E-5","1.0784975797606102E-5","2.7246254646583833E-7","2.686783444315906E-7","3.7766336301792595E-6","5.751987092056587E-7","5.043962891448833E-5","9.838925289044163E-8","1.8232285401005683E-5","2.4597313222610407E-7","2.194837179863698E-7","1.6272068747265346E-7","2.1569951595212204E-7","4.919462644522081E-7","7.852219221064091E-6","2.270521220548653E-8","3.2165717291105916E-7","2.8003095053433385E-7","3.1817570703955126E-5","1.4758387933566245E-7","1.6272068747265346E-7","1.0080735799032594E-4","1.6234226726922869E-6","8.703664678769837E-8","7.059807315092612E-5","2.686783444315906E-7","1.8466905927129044E-6","4.404811167864387E-6","1.2109446509592815E-7","2.6262362117679418E-6","6.054344834592983E-5","2.994060649496824E-5"
1891,"1.2098364932105463E-5","8.710018873047356E-6","3.135124467455901E-7","1.7283378474436375E-7","4.626318284668899E-6","7.074127003490237E-7","5.174563127439393E-5","8.842658754362797E-8","2.016528135029007E-5","2.6126037228799176E-7","1.004847585723045E-7","2.00969517144609E-7","4.2605537634657115E-7","3.094930564026979E-7","4.839345972842185E-6","1.2058171028676541E-8","5.385983059475522E-7","3.215512274313744E-7","3.1403496749016606E-5","4.4213293771813984E-8","2.090082978303934E-7","9.551277271814689E-5","1.5233489399561364E-6","5.627146480049053E-8","6.324912643575136E-5","2.1302768817328558E-7","5.285498300903217E-6","3.5571604534595798E-6","1.205817102867654E-7","2.8376895820818794E-6","5.708338164975475E-5","3.678144102780634E-5"
1892,"1.2265250502153043E-5","9.356955251879639E-6","1.7061998801603982E-7","1.395981720131235E-7","5.052678281474997E-6","5.545149610521294E-7","4.6893352615408396E-5","1.3572044501275894E-7","1.7763867388669963E-5","2.3266362002187248E-7","1.318427180123944E-7","1.4735362601385257E-7","2.442968010229661E-7","5.894145040554103E-7","5.28534190149687E-6","7.755454000729082E-9","5.971699580561394E-7","1.86130896017498E-7","2.8873555244714376E-5","1.0082090200947808E-7","1.0082090200947808E-7","1.1803800989109663E-4","1.962129862184458E-6","1.977640770185916E-7","6.0542951656691585E-5","1.1245408301057169E-7","2.2956143842158085E-6","3.431788395322619E-6","1.318427180123944E-7","3.1060593272919974E-6","5.365223077704379E-5","2.637629905647961E-5"
1893,"1.2515538901838828E-5","9.739232944541031E-6","1.249136207202201E-7","1.2894309235635625E-7","4.154385256856352E-6","4.0294716361361324E-7","5.229851236541086E-5","1.249136207202201E-7","2.5687881680367844E-5","1.9341463853453435E-7","2.6594512798498473E-7","2.780335428933931E-7","1.0879573417567558E-7","1.4062856010115103E-6","3.985147448138635E-6","4.029471636136132E-8","3.989176919774771E-7","1.4506097890090078E-7","3.5241758929646615E-5","1.0073679090340331E-7","1.490904505370369E-7","1.1153174541661201E-4","3.3887856459904873E-6","2.095325250790789E-7","6.29081111833573E-5","1.6923780871771755E-7","3.102693159824822E-6","3.04225108528278E-6","8.058943272272264E-8","3.7796443946956924E-6","6.0836962762383324E-5","2.15899090264174E-5"
1894,"1.3919870308943672E-5","1.0045392055367005E-5","2.421548908485417E-7","2.0583165722126045E-7","6.130554653315581E-6","8.112188843426146E-7","5.768936682981758E-5","1.2107744542427085E-7","3.151242312909022E-5","2.0179574237378474E-7","6.820696092233924E-7","1.614365938990278E-7","1.1704153057679516E-7","4.923816113920347E-7","4.956103432700154E-6","4.4395063322232646E-8","6.174949716637813E-7","2.38118976001066E-7","4.140041450540568E-5","1.0896970088184376E-7","1.0493378603436806E-6","1.2138821086752648E-4","2.2399327403490107E-6","1.2511336027174654E-7","7.23316658964594E-5","3.914837402051424E-7","5.670460360703351E-6","3.9915197841534625E-6","1.2511336027174654E-7","3.462814939134146E-6","6.570469371690431E-5","3.777212705752503E-5"
1895,"1.3277215027032941E-5","8.746700682265703E-6","2.5984448600885176E-7","2.682265662026857E-7","6.206930383534023E-6","4.149129695947794E-7","5.3083713867550264E-5","1.0896704251984107E-7","3.129030536358206E-5","3.730025686256098E-7","2.933728067841875E-7","1.7602368407051248E-7","6.705664155067143E-8","5.322620923084545E-7","4.4802218636042345E-6","3.7719360872252676E-8","4.4844129037011515E-7","2.1374304494276518E-7","3.4068964947838E-5","1.4249536329517677E-7","1.387234272079515E-6","1.274788666279233E-4","6.5589777516750485E-6","7.543872174450535E-8","7.446640044202062E-5","6.915216159912991E-7","7.535490094256701E-6","2.9463011881326256E-6","1.508774434890107E-7","3.47856328044108E-6","5.8012377021524616E-5","3.3440308933300455E-5"
1896,"1.2269805941019497E-5","9.664499128873508E-6","2.540444401885094E-7","4.3241606840597345E-7","5.016026393509292E-6","3.1350164959433077E-7","4.19930054430751E-5","8.64832136811947E-8","3.204743586973771E-5","2.540444401885094E-7","4.972784786668695E-7","1.6215602565224004E-7","1.8377682907253872E-7","5.891668932031388E-7","4.3349710857698835E-6","4.864680769567201E-8","5.243044829422428E-7","2.053976324928374E-7","3.271227557491189E-5","4.864680769567201E-8","5.837616923480641E-7","9.176950011745772E-5","5.2916916371181E-6","1.1350921795656804E-7","7.517553349237849E-5","8.594269359568722E-7","9.378023483554549E-6","3.0917748891027104E-6","9.188841453626936E-8","4.79441315845123E-6","5.9776116256270756E-5","3.079342927136038E-5"
1897,"8.547270013949038E-6","1.0732386588052923E-5","2.2650598634003686E-7","1.0126149977554589E-6","3.870587590104747E-6","2.864634533123996E-7","3.322309864346364E-5","1.8653434169179506E-7","2.8619697568141127E-5","7.99432892964836E-8","3.0644927563652044E-7","7.99432892964836E-8","2.3316792711474383E-7","3.863925649330041E-7","3.3376323281281904E-6","3.99716446482418E-8","6.128985512730409E-7","3.0644927563652044E-7","2.5701767508819476E-5","8.327425968383708E-7","4.2636420958124585E-7","8.966306088678106E-5","1.4456411481114117E-6","9.99291116206045E-8","6.50338658426894E-5","7.661231890913012E-7","1.2084760565318438E-5","1.8253717722697089E-6","1.8653434169179506E-7","3.837277886231213E-6","5.63200473093727E-5","2.1025085084975188E-5"
1898,"1.2244759300018746E-5","1.0823133357190721E-5","2.235260916396266E-7","6.035204474269918E-7","6.777311098513479E-6","3.5317122479061004E-7","4.6994125506315096E-5","2.5481974446917433E-7","3.1700470316331844E-5","3.621122684561951E-7","6.258730565909545E-7","2.1011452614124902E-7","2.905839191315146E-7","3.710533121217802E-7","6.424139873722868E-6","5.811678382630292E-8","8.091644517354483E-7","2.9952496279709964E-7","2.9004745651157947E-5","3.129365282954772E-8","8.225760172338259E-7","1.1033694935515248E-4","6.942720406326802E-6","9.388095848864317E-8","8.561049309797699E-5","1.1489241110276806E-6","1.3724502026673074E-5","3.0712484991284697E-6","1.4305669864936103E-7","5.033807583724391E-6","6.146520467906452E-5","1.9934056852421902E-5"
1899,"1.1515705623258995E-5","1.010500339492658E-5","1.8105269240629928E-7","2.7535096970124683E-7","6.185966990548559E-6","4.6017559319934405E-7","4.63834366358388E-5","1.5087724367191607E-7","2.6380886056034525E-5","2.263158655078741E-7","4.828071797501315E-7","1.999123478652888E-7","6.035089746876644E-8","3.658773159043965E-7","4.183071580803873E-6","4.526317310157482E-8","6.487721477892392E-7","2.263158655078741E-7","2.5758517425887872E-5","1.5842110585551188E-7","3.394737982618112E-7","1.0961986138983062E-4","9.139389035426317E-6","9.429827729494755E-8","7.179493640128126E-5","8.600002889299216E-7","1.4318250424464835E-5","3.6361415724931776E-6","3.960527646387797E-7","3.605966123758794E-6","6.304782819940193E-5","1.979886630084719E-5"
1900,"9.852562442315191E-6","9.130627383131926E-6","1.295780875457141E-7","9.255577681836721E-8","4.0724541800081576E-6","1.7122818711397937E-7","4.014144040612586E-5","4.1650099568265247E-8","2.2629887432090784E-5","2.961784858187751E-7","6.478904377285705E-7","1.203225098638774E-7","3.2394521886428525E-8","3.3782858538704033E-7","4.368632665826933E-6","2.3138944204591804E-8","8.052352583197948E-7","1.897393424776528E-7","2.1445173488815686E-5","1.5271703175030592E-7","5.044289836601013E-7","1.1532912570452648E-4","7.696012842447235E-6","9.718356565928558E-8","5.8893240789527064E-5","9.764634454337742E-7","1.3406704272140492E-5","2.267616532049997E-6","5.044289836601013E-7","2.628584061641629E-6","6.391439168192348E-5","1.6581367417010488E-5"
1901,"8.718438091887359E-6","9.126109110129837E-6","2.71780678828318E-7","2.2886794006595203E-7","1.251621547235675E-6","2.5747643257419604E-7","3.362213082031376E-5","2.8608492508244003E-8","2.1248957810498233E-5","3.14693417590684E-7","6.222347120543071E-7","7.152123127061E-8","1.35890339414159E-7","4.93496495767209E-7","4.334186614998966E-6","2.1456369381183E-8","5.79321973291941E-7","1.35890339414159E-7","2.1320479041768844E-5","1.00129723778854E-7","1.6449883192240302E-7","1.6597216928657758E-4","1.923921121179409E-6","6.436910814354901E-8","5.11662888509944E-5","1.230165177854492E-6","1.579903998767775E-5","1.3660555172686511E-6","3.43301910098928E-7","3.14693417590684E-6","5.909799339890505E-5","1.3610490310797084E-5"
1902,"8.751091031736583E-6","8.159716080634328E-6","3.0197869843519483E-7","7.549467460879871E-8","1.1764586793204466E-6","2.13901578058263E-7","3.12296303965064E-5","4.403856018846591E-8","2.3157991436249005E-5","2.3277524671046269E-7","4.6555049342092537E-7","7.549467460879871E-8","6.291222884066558E-8","4.718417163049919E-7","5.662100595659903E-6","2.5164891536266236E-8","5.725012824500569E-7","2.8310502978299516E-7","2.386260839926446E-5","1.3211568056539774E-7","1.3211568056539774E-7","1.786833123532584E-4","1.8181634134952356E-6","1.8873668652199677E-8","5.139299973993972E-5","1.8433283050315017E-6","1.56148151982532E-5","1.5665144981325732E-6","3.837645959280601E-7","1.9188229796403003E-6","7.17891443300835E-5","1.3129782159046909E-5"
1903,"8.731166259507379E-6","7.64899354001914E-6","1.4818387806628721E-6","1.0452804676875031E-7","1.5371771583639752E-6","2.6439447123860375E-7","3.2434438041479874E-5","5.164915252102956E-7","1.9638975375258148E-5","2.705431798720596E-7","4.0581476980808944E-7","1.0452804676875031E-7","1.7216384173676523E-7","3.7507122664080995E-7","6.529928568730166E-6","1.8446125900367702E-8","6.640605324132373E-7","4.2426089570845717E-7","2.013087206593462E-5","1.1682546403566212E-7","2.6439447123860375E-7","2.096894105267466E-4","2.059817392207727E-6","5.533837770110311E-8","5.380734925137259E-5","1.5740694101647105E-6","2.015546690046844E-5","1.2850801043922832E-6","2.45948345338236E-7","2.0844122267415502E-6","7.656986861242633E-5","1.4947510687931296E-5"
1904,"8.919271576257265E-6","8.487813902009625E-6","1.6365635919738102E-6","4.388965996657036E-7","1.8225367274253794E-6","2.3060668795994596E-7","3.592257084382513E-5","8.629153484952817E-7","2.191507428161293E-5","2.231677625418832E-7","4.3145767424764084E-7","2.9755701672251093E-8","2.231677625418832E-8","4.2401874882957805E-7","4.21043178662353E-6","7.438925418062773E-9","5.951140334450219E-7","2.9011809130444817E-7","2.167702866823492E-5","2.1572883712382042E-7","1.0563274093649138E-6","2.0618469581244587E-4","1.978754161204698E-6","5.9511403344502185E-8","6.325318282978777E-5","2.5515514183955314E-6","2.2763111779272086E-5","1.807658876589254E-6","2.454845387960715E-7","1.896925981606007E-6","7.76326256629031E-5","1.7183917715725005E-5"
1905,"8.423902642887842E-6","9.43411920741211E-6","8.14690777842151E-7","5.865773600463488E-7","1.515324846786401E-6","3.177294033584389E-7","3.0135411872381167E-5","1.898229512372212E-6","1.9080058017063176E-5","3.3402321891528193E-7","6.028711756031918E-7","1.3035052445474416E-7","3.258763111368604E-8","3.4217012669370345E-7","6.550113853850894E-6","0.0","7.576624233932004E-7","1.629381555684302E-7","1.7189975412469387E-5","2.1996651001738077E-7","6.028711756031918E-7","2.1442661272805415E-4","1.547912477900087E-6","8.14690777842151E-8","5.3443715026445106E-5","4.374889477012351E-6","1.7825434219186265E-5","1.181301627871119E-6","3.258763111368604E-7","2.4929537801969823E-6","7.354213651581097E-5","1.666042640687199E-5"
1906,"8.519852009864119E-6","9.224731852406834E-6","2.2219038514933405E-7","4.443807702986681E-7","1.287171886382349E-6","4.2139555804184044E-7","3.053202361448608E-5","1.578317908302166E-6","1.7629657800986814E-5","3.984103457850128E-7","5.439833567449213E-7","1.149260612841383E-7","3.830868709471277E-8","3.294547090145298E-7","7.4548705086311045E-6","1.5323474837885107E-6","9.040850154352213E-7","6.972181051237724E-7","1.9958825976345352E-5","1.7621996063567873E-7","4.137338206228979E-7","1.8252557053146846E-4","2.9574306437118255E-6","6.895563677048298E-8","4.7058391227145165E-5","3.4171348888483787E-6","1.5170240089506255E-5","1.2948336238012914E-6","4.137338206228979E-7","2.0303604160197766E-6","7.154530401808556E-5","1.848777239190838E-5"
1907,"8.866035807424325E-6","1.0326872557464442E-5","5.283877606528081E-7","4.5845408644876005E-7","1.8571275705297228E-6","6.52714292571116E-7","2.9162342143088075E-5","3.7453367740390225E-6","2.0529418583010575E-5","3.108163297957695E-7","3.496683710202407E-7","2.0203061436725019E-7","7.770408244894238E-8","4.0406122873450037E-7","7.638311304731036E-6","2.3311224734682714E-8","8.469744986934719E-7","7.148775585302699E-7","2.5168352305212435E-5","1.864897978774617E-7","2.3311224734682714E-7","1.777403181937108E-4","3.372357178284099E-6","6.993367420404814E-8","5.666181692176878E-5","4.8254235200793214E-6","1.5913796085543398E-5","1.37536225934628E-6","3.108163297957695E-7","2.1679439003254923E-6","7.723008754600383E-5","1.8695602237215537E-5"
1908,"8.154353016961212E-6","9.616946711420985E-6","8.649747655407264E-7","3.4598990621629057E-7","1.8243104145949866E-6","4.7180441756766895E-7","2.988880985291183E-5","3.9317034797305745E-8","2.5485301955613583E-5","3.4598990621629057E-7","2.8308265054060136E-7","1.887217670270676E-7","1.3367791831083953E-7","5.347116732433581E-7","6.2120914979743074E-6","1.5726813918922297E-8","8.41384544662343E-7","3.381264992568294E-7","2.162436913851816E-5","1.3367791831083953E-7","2.2803880182437332E-7","1.7430027866341584E-4","2.421929343514034E-6","8.649747655407264E-8","5.157608624710568E-5","3.2554504812169157E-6","1.0017980466353505E-5","1.3446425900678566E-6","1.6513154614868413E-7","1.7063593102030692E-6","6.590321372724389E-5","2.1577188696761392E-5"
1909,"8.288827696540209E-6","6.949704746394938E-6","6.111894490406616E-7","3.5709945337207194E-7","2.108260234331271E-6","5.837202603197329E-7","3.4700452651713065E-5","4.1203783081392914E-8","3.0882235419503993E-5","2.6095729284882183E-7","4.3263972235462563E-7","1.0300945770348229E-7","8.927486334301799E-8","3.1589567029067903E-7","5.4663685554647935E-6","4.807108026162507E-8","6.180567462208938E-7","2.1975350976742889E-7","2.7558463584271627E-5","1.7168242950580383E-7","2.9529377874998255E-7","1.482924153099331E-4","2.211269692034753E-6","1.3734594360464306E-7","5.6964230110025705E-5","2.018985370988253E-6","9.160974438429691E-6","1.3803267332266627E-6","3.090283731104469E-7","2.3554829328196285E-6","5.8481902786857015E-5","2.0025038577556957E-5"
1910,"7.0705246218949205E-6","9.54198459611351E-6","8.81129208199671E-7","3.008733881657413E-7","2.0058225877716087E-6","3.725099091575845E-7","3.391272903753855E-5","5.7309216793474534E-8","2.904144561009322E-5","2.72218779769004E-7","2.865460839673727E-7","1.217820856861334E-7","2.650551276698197E-7","2.0058225877716085E-7","4.1047726528326134E-6","2.149095629755295E-8","1.0602205106792788E-6","2.93709736066557E-7","2.0574008828857357E-5","1.1461843358694907E-7","1.9341860667797655E-7","1.1655261965372883E-4","1.5760034618205496E-6","1.9341860667797655E-7","5.6979688796912056E-5","1.5330215492254436E-6","8.682346344211392E-6","2.177750238152032E-6","2.2923686717389814E-7","1.2608027694564396E-6","5.753845366064843E-5","2.3059796107274315E-5"
1911,"7.583833183568384E-6","9.789657239730934E-6","9.243453187728778E-7","3.466294945398292E-7","3.0986576027045334E-6","5.672119001560842E-7","3.921114857930855E-5","5.25196203848226E-8","3.926366819969338E-5","1.2604708892357425E-7","9.243453187728778E-7","5.25196203848226E-8","1.050392407696452E-8","5.987236723869777E-7","6.428401535102286E-6","5.25196203848226E-8","5.987236723869777E-7","2.520941778471485E-7","2.74152418408774E-5","8.403139261571616E-8","3.151177223089356E-7","8.932537035050629E-5","1.5965964596986072E-6","5.25196203848226E-8","5.804468444930594E-5","1.9642338023923653E-6","1.0377876988040947E-5","1.4390375985441394E-6","7.352746853875164E-8","1.1974473447739554E-6","6.0733689013008855E-5","2.327669575455338E-5"
1912,"7.10363266264847E-6","1.0095026563429383E-5","1.024348283642099E-6","1.3880661524715402E-6","2.4866425726094435E-6","3.63717868829441E-7","3.835367812738207E-5","3.3402661423111927E-7","3.604518308236256E-5","3.11758173282378E-7","5.71556651017693E-7","1.4103345934202813E-7","7.422813649580429E-8","4.0825475072692356E-7","5.819485901271056E-6","7.422813649580429E-8","7.125901103597211E-7","2.894897323336367E-7","2.49183854216415E-5","1.4845627299160858E-7","2.6722129138489543E-7","1.1665693931680601E-4","2.0932334491816808E-6","8.907376379496514E-8","5.3993546487048034E-5","6.546921638929938E-6","8.580772578914975E-6","1.9670456171388136E-6","2.59798477735315E-7","1.8482805987455267E-6","6.670140345512974E-5","2.2320400644288348E-5"
1913,"8.586415668771051E-6","1.2153080638875948E-5","1.033478085019502E-6","2.4865638135807567E-6","2.230136920305241E-6","5.128537865510311E-7","4.3592571856837646E-5","1.375380609386856E-6","4.0134694053576905E-5","4.895422507987115E-7","6.91575560652148E-7","2.020333098534365E-7","5.439358342207905E-8","3.574435482022338E-7","7.024542773365638E-6","4.662307150463919E-8","9.480024539276636E-7","2.5642689327551555E-7","3.375510376935877E-5","1.7095126218367703E-7","3.8852559587199327E-7","1.693893892882716E-4","2.2767599918098806E-6","5.439358342207905E-8","6.263809656648275E-5","2.5642689327551554E-6","1.1119602553856447E-5","2.5720394446725954E-6","4.58460203128952E-7","2.8906304332876296E-6","7.733990511427898E-5","2.193615514293274E-5"
1914,"1.1597288570877938E-5","1.2492239150091806E-5","4.2894081015575936E-7","2.1394084852213182E-6","2.3883000664228085E-6","3.548028923510602E-7","3.8382259160604245E-5","8.525860547540402E-7","2.3586448993009287E-5","4.818964657305445E-7","4.0246298236836683E-7","1.2709357337948426E-7","1.535714011668768E-7","9.267239725587393E-7","6.058126997755416E-6","8.472904891965617E-8","7.890392680642981E-7","2.912561056613181E-7","2.3316375149577884E-5","9.53201800346132E-8","7.36083612489513E-7","1.5962423259907474E-4","1.938176994037135E-6","5.295565557478511E-8","4.8126099786364704E-5","4.628324297236219E-6","6.010466907738109E-6","1.8746302073473928E-6","2.1711818785661894E-7","1.927585862922178E-6","5.9225605194839666E-5","1.8301474566645732E-5"
1915,"1.152795037152946E-5","1.0442028489804758E-5","3.3129820120414626E-7","2.3558983196739288E-6","2.4724662052827952E-6","3.681091124490514E-7","4.047973206564735E-5","6.625964024082925E-7","1.4190606284910932E-5","4.7240669430961596E-7","2.57676378714336E-7","2.392709230918834E-7","6.748667061565942E-8","5.276230611769737E-7","5.3805281936303014E-6","9.816242998641371E-8","3.803794161973531E-7","1.840545562245257E-7","1.7945319231891256E-5","3.681091124490514E-8","9.38678236745081E-7","1.8285206645719213E-4","1.5215176647894123E-6","5.521636686735771E-8","3.9921433245099626E-5","2.4049795346671358E-6","2.3252225603031746E-6","1.325192804816585E-6","3.128927455816937E-7","1.28838189357168E-6","3.958399989202133E-5","1.2448223152652088E-5"
1916,"8.447657839182105E-6","9.345668503177944E-6","5.403957978028063E-7","2.6066150246958893E-6","3.107275837366136E-6","2.7019789890140317E-7","4.8723038769544196E-5","1.1125795837116601E-7","1.1833078572476155E-5","5.245018037497825E-7","3.4966786916652173E-7","6.357597621209486E-8","5.5628979185583004E-8","1.4384064617986463E-6","4.442371337820128E-6","6.357597621209486E-8","2.9403888998093874E-7","1.7483393458326087E-7","1.603703999950093E-5","2.3840991079535572E-8","4.847668186172233E-7","1.2918638366297676E-4","2.1377422001316896E-6","1.1920495539767786E-7","3.851114759047646E-5","4.19601442999826E-6","2.2092651733702965E-6","1.5258234290902766E-6","1.8278093160977273E-7","1.2715195242418973E-6","4.230186517212262E-5","1.6871474687284673E-5"
1917,"7.073628072680513E-6","9.85755595277012E-6","9.629939207857134E-7","3.414251173694802E-6","3.886993643898698E-6","3.1516164680259714E-7","4.60311094135571E-5","8.754490188961031E-8","1.197614257849869E-5","8.141675875733759E-7","3.851975683142854E-7","2.013532743461037E-7","8.75449018896103E-9","3.7644307812532434E-7","3.6156044480409055E-6","1.750898037792206E-8","2.1886225472402578E-7","1.4882633321233753E-7","1.564427396767336E-5","4.3772450944805154E-8","4.814969603928567E-7","1.3995803465092E-4","2.5125386842318158E-6","6.128143132272722E-8","3.754800842045386E-5","2.9239997231129843E-6","1.409472920422726E-6","3.0290536053805165E-6","1.6633531359025958E-7","1.5232812928792193E-6","3.838843947859412E-5","1.6090752967310376E-5"
1918,"8.270822722001181E-6","1.1323023107152584E-5","7.150259643536505E-7","4.567628548408394E-6","3.6284899683618085E-6","4.695692900232929E-7","4.129008143409364E-5","1.0672029318711202E-7","1.3094579974058644E-5","5.762895832104049E-7","5.656175538916937E-7","1.7075246909937923E-7","1.4940841046195683E-7","1.0885469905085425E-6","9.935659295720129E-6","6.403217591226722E-8","2.4545667433035765E-7","2.0276855705551283E-7","1.403371855410523E-5","2.1344058637422403E-8","7.36370022991073E-7","1.0445782297154525E-4","1.7181967203125036E-6","1.1739232250582322E-7","4.437429790720118E-5","2.945480091964292E-6","1.472740045982146E-6","2.6680073296778003E-6","9.604826386840081E-8","7.790581402659177E-7","3.802444046256801E-5","2.0042071060539637E-5"
1919,"1.0077722547627251E-5","1.2058252168822184E-5","3.173224254953206E-6","6.051010389617665E-6","7.145225649946357E-6","3.2826457809860754E-7","5.4688878711228017E-5","9.847937342958226E-8","1.8339047763108872E-5","5.361654775610589E-7","4.923968671479113E-7","4.1580179892490287E-7","5.471076301643459E-8","9.081986660728142E-7","8.108135079035606E-6","2.1884305206573837E-8","5.142811723544851E-7","2.0790089946245144E-7","2.4335347389710104E-5","2.1884305206573837E-8","5.908762405774935E-7","1.074738228694841E-4","2.7355381508217295E-6","1.0942152603286918E-7","6.522617166819332E-5","3.7859848007372733E-6","3.2388771705729276E-6","2.3744471149132613E-6","7.659506822300842E-8","1.2802318545845694E-6","4.7981339165413135E-5","3.3942557375396015E-5"
1920,"1.2495446343097858E-5","1.2302018381130399E-5","3.56874589829962E-6","6.083309403876589E-6","6.228380375352183E-6","6.189694782958691E-7","5.504959797593886E-5","1.4507097147559433E-7","1.979735190736944E-5","4.448843125251559E-7","2.9014194295118865E-7","4.835699049186477E-7","6.769978668861068E-8","7.833832459682094E-7","7.505004924337413E-6","5.802838859023773E-8","5.222554973121396E-7","3.384989334430534E-7","2.2360272403438273E-5","7.350262554763445E-7","3.0948473914793454E-7","1.1990599362362789E-4","2.514563505576968E-6","1.257281752788484E-7","6.049459510532283E-5","5.4159829350888545E-6","2.6499630789541895E-6","1.6344662786250293E-6","6.963406630828528E-7","6.47983672590988E-7","5.203212176924649E-5","3.9062776919328364E-5"
1921,"1.062210836367495E-5","1.37615109227733E-5","1.861415676633535E-6","7.454923481044755E-6","5.278641471050323E-6","6.29732666721793E-7","4.4822148631374676E-5","1.9447626472290665E-7","1.939206182522698E-5","6.482542157430222E-7","3.241271078715111E-7","5.556464706368762E-7","9.260774510614602E-9","6.213979696622398E-6","4.9267320396469685E-6","5.556464706368762E-8","3.426486568927403E-7","1.2039006863798984E-7","2.0873785746925314E-5","1.5743316668044825E-7","4.167348529776571E-7","1.1464838844140878E-4","2.3800190492279527E-6","1.7595471570167745E-7","5.8083577730574785E-5","4.472954088626853E-6","2.5281914413977865E-6","1.5928532158257117E-6","7.22340411827939E-7","1.1298144902949816E-6","4.909136568076801E-5","3.178297812042932E-5"
1922,"1.1391038601156388E-5","2.0568347059069177E-5","9.564173919838855E-7","7.812533078340277E-6","6.780891846537435E-6","7.092533468644544E-7","4.6337885328477684E-5","7.522383981895728E-8","2.3201181452732682E-5","6.125369813829378E-7","2.6865657078199026E-7","6.017907185516583E-7","5.3731314156398057E-8","9.994024433090038E-6","4.309251395343124E-6","3.2238788493838837E-8","3.4388041060094757E-7","1.6119394246919416E-7","2.0568347059069177E-5","7.307458725270135E-7","4.1910425041990483E-7","1.2963216853372595E-4","3.5247742086597126E-6","1.3970141680663494E-7","6.211339916479615E-5","3.514027945828433E-6","3.374326529021798E-6","2.407162874206633E-6","5.80298192889099E-7","5.050743530701417E-7","4.4027438819752566E-5","2.81444623551213E-5"
1923,"1.1956809718674713E-5","1.9119659706760975E-5","1.1704003248506963E-6","6.947496328313733E-6","5.954996852840343E-6","1.3857539846232243E-6","5.617921559283342E-5","1.1235843118566684E-7","1.6535415789490637E-5","7.677826131020568E-7","2.528064701677504E-7","4.775233325390841E-7","6.086081689223621E-7","8.436245541523818E-6","6.217166525606898E-6","8.426882338925013E-8","5.056129403355008E-7","2.0599045717372254E-7","2.2602771073516646E-5","1.872640519761114E-7","2.528064701677504E-7","1.4326636296432404E-4","4.934407769570535E-6","7.490562079044456E-8","6.430647544859665E-5","4.719054109798007E-6","4.1478987512708675E-6","2.022451761342003E-6","2.153536597725281E-7","1.2733955534375575E-6","6.243383492883555E-5","2.5524090284343984E-5"
