"Year"," hose","gown","suit ","sweater","suit ","suit ","tie s"," tee","cardigan"," suit","tee ","top"," tie","dress"," coat","dress ","jacket","tie "," tie","tie "," tie","blazer","tie "," tie"," coat","tie "," tie","polo","tank","scarf"," top"," coat","corset","top ","an tie","tunic","underwear"," dress","coat "," coat","coat ","suit ","tie","suit","coat ","hose","skirt"," dress","bra","coat ","coat","n tie","shirt","tee"
1915,"3.374333530782971E-7","1.4172200829288479E-5","6.257854911633874E-7","1.625815246649977E-6","4.3559578306471084E-7","3.3129820120414626E-7","3.1902789745584456E-7","1.28838189357168E-7","8.650564142552707E-6","8.282455030103656E-7","1.9632485997282742E-7","1.5075295185163485E-4","9.202727811226285E-8","1.1767834809808758E-4","5.460285167994262E-7","1.3497334123131884E-7","1.7589480423190505E-5","7.975697436396114E-8","1.1902194635852661E-6","6.135151874150857E-7","1.28838189357168E-7","3.681091124490514E-7","1.6564910060207313E-7","1.5951394872792228E-7","8.895970217518742E-7","1.840545562245257E-7","9.816242998641371E-8","4.748607550592763E-6","2.4086606257916264E-5","3.975578414449755E-6","3.4356850495244797E-7","6.810018580307451E-7","4.472525716255975E-6","3.251630493299954E-7","1.4724364497962055E-7","8.257914422607053E-6","3.29457655641901E-6","4.4786608681301255E-7","3.3129820120414626E-7","3.803794161973531E-7","7.852994398913097E-7","6.073800355409348E-7","1.8662518485979492E-4","1.7644083274870448E-4","1.7178425247622398E-7","1.647288278209505E-5","2.4614229319093237E-5","1.4724364497962055E-7","2.3092711654303824E-5","1.5337879685377143E-7","1.1574577525773007E-4","5.705691242960297E-7","4.346755102835882E-5","4.163314061798771E-5"
1916,"4.2119084240512846E-7","1.530591627306184E-5","5.721837859088537E-7","1.66886937556749E-6","3.6556186321954547E-7","3.417208721400099E-7","3.33773875113498E-7","2.2251591674233202E-7","1.3422477977778528E-5","1.009268622367006E-6","1.4304594647721342E-7","1.562935905204087E-4","6.357597621209486E-8","1.2777976518928415E-4","5.324488007762944E-7","1.2715195242418972E-7","2.163967290319179E-5","3.178798810604743E-8","1.1443675718177074E-6","7.072827353595554E-7","1.1920495539767786E-7","4.052968483521047E-7","5.5628979185583004E-8","7.152297323860671E-8","9.695336372344466E-7","1.509929435037253E-7","1.0331096134465415E-7","3.854293557858251E-6","3.5626387669852655E-5","2.892706917650316E-6","3.8940285429908104E-7","4.291378394316403E-7","4.164226441892213E-6","4.4503183348466403E-7","1.4304594647721342E-7","8.988053636984912E-6","3.830452566778716E-6","5.165548067232708E-7","1.9867492566279644E-7","5.324488007762944E-7","2.1377422001316896E-6","3.4966786916652173E-7","1.794193518675582E-4","1.9356500657474932E-4","1.0331096134465415E-7","1.685558069323165E-5","2.8799917224078973E-5","4.3708483645815214E-7","2.1886029811013657E-5","1.7483393458326087E-7","1.2595990287021295E-4","5.165548067232708E-7","4.97958833681233E-5","4.301709490450868E-5"
1917,"4.027065486922074E-7","1.5013950674068168E-5","5.953053328493501E-7","2.2236405079961017E-6","4.902514505818178E-7","4.289700192590905E-7","3.1516164680259714E-7","2.3637123510194783E-7","1.1914861147175962E-5","6.565867641720773E-7","1.5758082340129857E-7","1.3671011879081547E-4","1.2256286264545444E-7","1.234908386054843E-4","1.8384429396818165E-7","2.5388021547986987E-7","1.9855183748563618E-5","2.6263470566883092E-8","1.155592704942856E-6","5.165149211487008E-7","6.128143132272722E-8","2.5388021547986987E-7","7.879041170064928E-8","1.4882633321233753E-7","4.1146103888116844E-7","1.6633531359025958E-7","2.013532743461037E-7","3.440514644261685E-6","7.871162128894863E-5","2.319939900074673E-6","3.5017960755844123E-7","4.464789996370126E-7","6.119388642083761E-6","2.88898176235714E-7","1.0505388226753237E-7","7.64266993496298E-6","4.289700192590905E-6","4.902514505818178E-7","2.5388021547986987E-7","4.7274247020389565E-7","2.8627182917902573E-6","9.104669796519473E-7","2.0600190863644203E-4","1.9649453229123035E-4","1.4882633321233753E-7","1.5574238046161674E-5","2.3724668412084394E-5","2.1886225472402578E-7","2.4941542548349977E-5","1.6633531359025958E-7","1.1827316245286352E-4","5.51532881904545E-7","3.4702799109041526E-5","5.878640161887332E-5"
1918,"3.8419305547360324E-7","1.740607981881797E-5","9.49810609365297E-7","1.0245148145962755E-6","7.577140816284953E-7","5.015853779794265E-7","3.5217696751746966E-7","3.4150493819875845E-7","1.6552317473321073E-5","5.549455245729825E-7","1.0672029318711202E-7","1.3026278986418894E-4","2.0276855705551283E-7","1.1916387937272928E-4","1.9209652773680162E-7","1.7075246909937923E-7","2.2710078390217438E-5","3.201608795613361E-8","1.2272833716517883E-6","5.656175538916937E-7","1.3873638114324562E-7","3.4150493819875845E-7","9.604826386840081E-8","9.604826386840081E-8","4.0553711411102567E-7","1.9209652773680162E-7","1.8142449841809044E-7","4.717036958870351E-6","1.5021948469017888E-4","2.4652387726222877E-6","4.5889726070458167E-7","2.9881682092391366E-7","1.1995360954231392E-5","1.7075246909937923E-7","1.1739232250582322E-7","1.1707216162626188E-5","5.3787027766304455E-6","2.6680073296778E-7","3.9486508479231446E-7","2.2411261569293523E-7","1.0245148145962755E-6","1.1739232250582322E-6","2.265458383776014E-4","2.0715476110550314E-4","7.470420523097841E-8","1.756616025859864E-5","2.8793135101882823E-5","3.4150493819875845E-7","2.7469803466362633E-5","1.3873638114324562E-7","1.2989994086735275E-4","5.3360146593556E-7","2.7299050997263254E-5","6.14495448171391E-5"
1919,"2.9543812028874677E-7","2.8580902599785427E-5","6.565291561972151E-7","1.7835708743357676E-6","4.7051256194133743E-7","3.2826457809860754E-7","3.063802728920337E-7","2.735538150821729E-7","1.058106156737845E-5","4.267439515281898E-7","1.969587468591645E-7","1.6924227431503876E-4","1.203636786361561E-7","1.570746006201837E-4","4.814547145446244E-7","3.063802728920337E-7","2.4871512867271163E-5","7.659506822300842E-8","8.753722082629534E-7","5.361654775610589E-7","1.5319013644601685E-7","5.799340879742066E-7","1.5319013644601685E-7","1.5319013644601685E-7","6.565291561972151E-7","2.9543812028874677E-7","1.750744416525907E-7","9.793226579941791E-6","6.479942771666513E-5","3.961059242389864E-6","4.7051256194133743E-7","4.267439515281898E-7","1.0416929278329146E-5","3.063802728920337E-7","1.203636786361561E-7","6.302679899493264E-6","8.972565134695273E-6","2.1884305206573836E-7","4.4862825673476364E-7","4.376861041314767E-7","2.1884305206573836E-7","8.316035978498057E-7","1.7569814435097804E-4","2.1783637402623596E-4","2.0790089946245144E-7","2.3208305671571553E-5","3.7761368633943154E-5","2.2978520466902528E-7","2.5309198971402642E-5","3.501488833051814E-7","1.8587434627203488E-4","5.142811723544851E-7","2.5921959517186708E-5","5.710709443655442E-5"
1920,"3.9652732203329114E-7","2.7321699627903596E-5","5.996266820991231E-7","2.1760645721339147E-6","5.029127011153936E-7","2.611277486560698E-7","3.7718452583654525E-7","3.384989334430534E-7","6.392794143024523E-6","5.706124878040043E-7","1.4507097147559433E-7","1.6502306575253773E-4","1.9342796196745908E-7","1.5269203317711222E-4","5.609410897056314E-7","2.4178495245932384E-7","1.8356313590711868E-5","1.1605677718047546E-7","1.6731518710185212E-6","1.073525188919398E-6","1.4507097147559433E-7","2.060007794953439E-6","2.2244215626257795E-7","1.5474236957396727E-7","1.2379389565917382E-6","2.4178495245932384E-7","2.514563505576968E-7","1.3965498854050546E-5","3.5474688224831995E-5","3.4430177230207717E-6","3.481703315414264E-7","7.156834592795986E-7","8.24970257791213E-6","3.384989334430534E-7","1.3539957337722135E-7","5.241897769318142E-6","1.0067925420406246E-5","2.12770758164205E-7","4.6422710872190184E-7","5.415982935088854E-7","1.8375656386908614E-7","5.029127011153936E-7","2.2451183545562977E-4","1.910294552390626E-4","1.460381112854316E-6","2.2456986384422E-5","2.811475427197018E-5","1.063853790821025E-7","2.922696505328307E-5","4.5455571062352887E-7","1.70864590203955E-4","1.0445109946242791E-6","2.3491825980947907E-5","6.409235519791757E-5"
1921,"3.3338788238212567E-7","2.820831915933208E-5","4.630387255307301E-7","1.4168985001240342E-6","4.259956274882717E-7","2.0373703923352124E-7","4.074740784670425E-7","3.426486568927403E-7","6.565889128025753E-6","4.074740784670425E-7","1.4817239216983363E-7","1.7889964199605289E-4","1.2039006863798984E-7","1.586000242687857E-4","8.982951275296164E-7","3.241271078715111E-7","1.3687424726688383E-5","1.1112929412737524E-7","1.1390752648055962E-6","6.29732666721793E-7","1.8521549021229204E-7","2.954187068886058E-6","1.4817239216983363E-7","1.8521549021229204E-7","1.4354200491452634E-6","1.9447626472290665E-7","1.6669394119106283E-7","1.6243398491618013E-5","3.2079322904768986E-5","3.60244128462908E-6","5.000818235731886E-7","8.797735785083873E-7","8.742171138020185E-6","2.9634478433966726E-7","2.3151936276536506E-7","4.713734225902832E-6","7.871658334022413E-6","2.870840098290527E-7","3.611702059139695E-7","5.000818235731886E-7","2.407801372759797E-7","3.889525294458133E-7","2.0007903330182848E-4","1.551920592488795E-4","1.5095062452301802E-6","2.4633660198234842E-5","2.7939756698524256E-5","1.4817239216983363E-7","2.362423577657785E-5","3.796917549351987E-7","1.5211748211135546E-4","8.242089314446996E-7","2.4198403796235958E-5","5.524051995581611E-5"
1922,"4.0835798758862526E-7","3.316296709732888E-5","2.1492525662559223E-7","9.026860778274874E-7","2.1492525662559223E-7","3.761191990947864E-7","4.943280902388621E-7","3.546266734322272E-7","3.3098489520341204E-6","4.1910425041990483E-7","1.3970141680663494E-7","1.8327751258747377E-4","1.0746262831279611E-7","1.853730338395733E-4","4.728355645763029E-7","3.1164162210710876E-7","1.2841784083379136E-5","5.3731314156398057E-8","1.2573127512597145E-6","9.241786034900465E-7","2.1492525662559223E-7","1.0638800202966816E-6","5.3731314156398057E-8","2.794028336132699E-7","1.6119394246919417E-6","2.579103079507107E-7","2.2567151945687185E-7","1.7957005191068232E-5","2.5071031185375335E-5","3.428057843178196E-6","2.3641778228815145E-7","7.414921353582932E-7","9.467457554357337E-6","7.19999609695734E-7","1.3970141680663494E-7","4.191042504199049E-6","7.543876507558287E-6","3.86865461926066E-7","3.761191990947864E-7","4.6208930174502327E-7","3.3313414776966795E-7","2.901490964445495E-7","2.0157839818914295E-4","1.4075455056410035E-4","9.026860778274874E-7","2.6188642519828413E-5","2.8950432067467273E-5","6.447757698767767E-8","1.9547452090097615E-5","8.704472893336485E-7","1.4330141485511362E-4","7.522383981895728E-7","2.406088247923505E-5","5.326922485465303E-5"
1923,"5.43065750730723E-7","3.6263683665173974E-5","6.647873845151955E-7","2.499975093881087E-6","3.183488883593894E-7","1.7790084937730583E-7","2.528064701677504E-7","4.4943372474266735E-7","1.0027989983320765E-5","4.5879692734147294E-7","9.36320259880557E-8","1.948669724863415E-4","7.490562079044456E-8","1.7547577990421518E-4","1.0205890832698072E-6","3.651649013534172E-7","1.5421194680232774E-5","6.5542418191639E-8","8.520514364913068E-7","5.149761429343064E-7","1.7790084937730583E-7","1.4232067950184466E-6","1.2172163378447242E-7","1.9662725457491697E-7","1.5542916314017246E-6","1.9662725457491697E-7","1.4981124158088913E-7","1.73125616051915E-5","2.9119560082285323E-5","3.951271496695951E-6","4.0261771174863953E-7","1.1048579066590573E-6","9.307023383212737E-6","5.056129403355008E-7","1.31084836383278E-7","3.838913065510284E-6","7.031765151702983E-6","2.62169672766556E-7","4.5879692734147294E-7","5.149761429343064E-7","2.4344326756894484E-7","4.0261771174863953E-7","1.6747960488483523E-4","1.7695516591482646E-4","2.715328753653615E-7","2.4934208520619234E-5","2.460649642966104E-5","1.0299522858686127E-7","2.071140414855792E-5","3.183488883593894E-7","1.4263902839020405E-4","3.183488883593894E-7","3.015887557075274E-5","5.819230415157662E-5"
1924,"2.406278283603181E-7","3.541856535134375E-5","6.663539862285733E-7","2.591376613111118E-6","1.85098329507937E-7","2.406278283603181E-7","2.776474942619055E-7","3.3317699311428663E-7","9.773191798019074E-6","4.905105731960331E-7","1.2956883065555591E-7","2.1047531048347517E-4","1.0180408122936536E-7","1.7146583753967744E-4","9.90276062867463E-7","5.738048214746048E-7","1.5816652256453217E-5","9.25491647539685E-8","7.40393318031748E-7","5.830597379500016E-7","1.6658849655714331E-7","1.0087858958182567E-6","2.1286307893412756E-7","2.1286307893412756E-7","1.1568645594246064E-6","2.5913766131111183E-7","1.0180408122936536E-7","2.1017915315626247E-5","2.6931806943404834E-5","6.117499790237318E-6","6.20079403851589E-7","8.792170651627008E-7","7.57977659335002E-6","5.460400720484142E-7","1.110589977047622E-7","5.821342463024619E-6","6.459931699827001E-6","3.516868260650803E-7","4.257261578682551E-7","4.34981074343652E-7","1.3882374713095276E-7","3.609417425404772E-7","1.719008186140211E-4","1.6291429471641076E-4","3.70196659015874E-7","1.9925835171529417E-5","2.142513164054371E-5","1.0180408122936536E-7","1.962967784431672E-5","2.406278283603181E-7","1.38666413550871E-4","3.609417425404772E-7","2.52659219778334E-5","4.885670407361997E-5"
1925,"2.678637461768142E-7","3.0188244194126965E-5","5.000123261967199E-7","2.455417673287464E-6","3.214364954121771E-7","1.7857583078454282E-7","2.857213292552685E-7","2.9465012079449564E-7","9.821670693149855E-6","4.910835346574927E-7","1.1607429000995284E-7","2.0747832899702107E-4","1.2500308154917998E-7","1.7637934806589295E-4","6.250154077458999E-7","6.160866162066727E-7","1.4062846674282747E-5","8.035912385304427E-8","1.0893125677857112E-6","5.267987008144013E-7","2.5000616309835996E-7","1.142885317021074E-6","1.7857583078454282E-7","2.767925377160414E-7","1.3036035647271627E-6","1.964334138629971E-7","1.8750462232376997E-7","1.7527217791502877E-5","3.0661470145706E-5","5.410847672771648E-6","7.232321146773984E-7","7.857336554519884E-7","5.0447672196633345E-6","3.392940784906314E-7","1.4286066462763426E-7","6.518017823635813E-6","6.625163322106538E-6","2.678637461768142E-7","2.678637461768142E-7","4.6429716003981136E-7","1.2500308154917998E-7","4.3751078542212993E-7","1.6980775749302177E-4","1.6091468111995155E-4","3.928668277259942E-7","2.1009446491801463E-5","2.4527390358256957E-5","5.3572749235362844E-8","1.946476555551517E-5","2.4107737155913283E-7","1.3413723529380933E-4","5.267987008144013E-7","2.476846772981609E-5","4.749224219714916E-5"
1926,"4.7513107634575073E-7","3.320638300238636E-5","4.5753362907368586E-7","2.6660132617178233E-6","1.9357191999271325E-7","2.1996809090081052E-7","2.8155915635303745E-7","2.3756553817287536E-7","9.845771748720278E-6","2.8155915635303745E-7","1.3198085454048632E-7","2.086705297521449E-4","1.1438340726842147E-7","1.8557388020755977E-4","5.983132072502046E-7","5.367221417979776E-7","1.4570686341269689E-5","4.39936181801621E-8","8.094825745149827E-7","5.01527247253848E-7","2.0237064362874568E-7","1.7861408981145814E-6","1.5837702544858357E-7","2.3756553817287536E-7","1.3022110981327983E-6","2.4636426180890777E-7","1.3198085454048632E-7","1.5767312755770097E-5","3.1754593602441006E-5","5.173649497987063E-6","5.543195890700425E-7","9.502621526915015E-7","5.8687486652336245E-6","4.311374581655886E-7","1.0558468363238904E-7","4.72491459254941E-6","7.118167421550228E-6","1.759744727206484E-7","2.903578799890699E-7","3.9594256362145893E-7","1.1438340726842147E-7","3.1675405089716713E-7","1.5476075003417424E-4","1.7288612072440104E-4","3.519489454412968E-7","2.2815090388232066E-5","2.463642618089078E-5","1.0558468363238904E-7","1.7386277904800063E-5","3.7834511634939406E-7","1.448181923254576E-4","3.1675405089716713E-7","2.8094324569851517E-5","4.370326030017303E-5"
1927,"3.727350100591861E-7","3.942519856398755E-5","4.913325132598362E-7","2.8632825772728386E-6","3.0496500823024315E-7","2.202525059440645E-7","2.3719500640130022E-7","2.0331000548682878E-7","1.0927912794917047E-5","2.5413750685853595E-7","1.694250045723573E-7","2.147038370443198E-4","9.318375251479653E-8","2.094855469034912E-4","9.064237744621116E-7","7.115850192039007E-7","1.508729665716842E-5","1.1012625297203225E-7","8.979525242334937E-7","3.5579250960195035E-7","2.456662566299181E-7","1.567181292294305E-6","2.0331000548682878E-7","2.456662566299181E-7","1.313043785435769E-6","3.13436258458861E-7","6.777000182894293E-8","1.618855918688874E-5","3.4749068437790485E-5","6.15012766597657E-6","8.725387735476401E-7","7.285275196611364E-7","6.023058912547303E-6","3.981487607450397E-7","6.777000182894293E-8","4.786256379169094E-6","8.301825224045508E-6","2.6260875708715385E-7","3.0496500823024315E-7","4.40505011888129E-7","2.0331000548682878E-7","3.896775105164218E-7","1.264588234128075E-4","1.8120004239013615E-4","3.896775105164218E-7","2.41345919013323E-5","3.5469124707223005E-5","2.1178125571544665E-7","1.6027605432545E-5","3.473212593733325E-7","1.5672660047965912E-4","3.0496500823024315E-7","2.678609322288969E-5","4.5431314976077615E-5"
1928,"3.39895028437965E-7","3.912839196422763E-5","3.39895028437965E-7","2.5734909296017348E-6","6.474191017866E-7","2.3468942439764247E-7","2.832458570316375E-7","2.832458570316375E-7","9.954068689968974E-6","3.3180228966563246E-7","1.45669297901985E-7","2.147246378462982E-4","1.3757655912965248E-7","2.233191264225153E-4","9.630359139075675E-7","6.474191017866E-7","1.5198163414440434E-5","3.2370955089329995E-8","7.769029221439199E-7","4.6937884879528494E-7","2.832458570316375E-7","1.9179790890428022E-6","2.1041120808064498E-7","2.832458570316375E-7","1.4809711953368473E-6","1.78040252991315E-7","2.4278216316997497E-7","1.635542505888398E-5","3.390048271730084E-5","8.780621567980761E-6","8.416448323225799E-7","9.630359139075675E-7","5.640638924315752E-6","4.6937884879528494E-7","8.90201264956575E-8","5.713473573266744E-6","8.570210359900117E-6","2.4278216316997497E-7","3.72265983527295E-7","3.965441998442925E-7","1.2139108158498748E-7","3.72265983527295E-7","1.2421544741653153E-4","1.8197332403466858E-4","3.1561681212096747E-7","2.3816930206974545E-5","3.533289748000369E-5","3.2370955089329995E-8","1.6371610536428647E-5","4.2082241616128996E-7","1.671150556486661E-4","3.1561681212096747E-7","2.736154978925618E-5","4.1386266081708404E-5"
1929,"4.1044324570572523E-7","3.828614595943005E-5","4.843230299327558E-7","1.691026172307588E-6","3.2014573165046565E-7","7.716333019267635E-7","2.2163935268109162E-7","2.2984821759520614E-7","1.0195410223330214E-5","3.940255158774962E-7","1.395507035399466E-7","2.1874162336640922E-4","1.888038930246336E-7","2.2498856956605035E-4","9.76854924779626E-7","6.813357878715039E-7","1.71483188055852E-5","9.029751405525955E-8","1.026108114264313E-6","4.1865211061983974E-7","1.723861631964046E-7","2.101469418013313E-6","1.395507035399466E-7","4.2686097553395426E-7","1.1656588178042596E-6","2.3805708250932063E-7","1.805950281105191E-7","1.9069193195487995E-5","3.6036916972962675E-5","9.415568056489336E-6","8.537219510679085E-7","8.208864914114505E-7","4.13726791671371E-6","4.843230299327558E-7","1.0671524388348856E-7","3.7842867254067867E-6","7.429022747273626E-6","3.037280018222367E-7","2.5447481233754963E-7","5.417850843315573E-7","1.6417729828229009E-7","5.089496246750993E-7","1.2792695082156045E-4","1.7996294551213228E-4","4.925318948468702E-7","2.618627907602527E-5","4.083089408280555E-5","9.850637896937405E-8","1.5440874903449382E-5","3.529811913069237E-7","1.6880709809385068E-4","3.447723263928092E-7","2.5562405342552567E-5","4.2587591174426046E-5"
1930,"2.967532495895045E-7","4.7573255324817434E-5","3.8948864008622464E-7","1.836160731835059E-6","6.58421272526713E-7","2.596590933908164E-7","1.391030857450802E-7","3.802151010365526E-7","8.809862097188414E-6","4.822240305829447E-7","1.6692370289409627E-7","2.1005493301412082E-4","1.1128246859606417E-7","2.509512402231744E-4","1.3353896231527701E-6","9.088068268678574E-7","1.532916004910784E-5","3.709415619868806E-8","6.12053577278353E-7","2.8747971053983245E-7","2.1329139814245635E-7","2.1978287547722673E-6","1.391030857450802E-7","4.358563353345847E-7","1.19628653740769E-6","2.2256493719212835E-7","1.761972419437683E-7","2.5094196668412472E-5","9.721450985771174E-5","5.925791452740418E-6","9.551745221162175E-7","1.0757305297619538E-6","4.701684298183712E-6","4.544034134339287E-7","9.273539049672015E-8","4.284375040948471E-6","9.180803659175295E-6","2.782061714901604E-7","4.6367695248360074E-7","6.49147733477041E-7","3.060267886391765E-7","5.193181867816329E-7","1.1133810983036221E-4","1.937520513647974E-4","7.975243582717933E-7","2.6874716165949498E-5","4.3520718760110766E-5","4.914975696326168E-7","1.7842289131568957E-5","5.749594210796649E-7","1.812327736477402E-4","1.4837662479475224E-7","2.779279653186703E-5","4.148981370823259E-5"
1931,"3.7652340428063435E-7","4.710726146888825E-5","2.761171631391318E-7","1.2801795745541568E-6","3.681562175188425E-7","2.593827896155481E-7","1.589765484740456E-7","3.34687470471675E-7","6.191718203725987E-6","4.267265248513856E-7","1.3387498818866998E-7","2.1360591084178477E-4","5.020312057075124E-8","2.3029844843155955E-4","1.0458983452239844E-6","9.705936643678575E-7","1.8098224965755824E-5","7.530468085612687E-8","6.526405674197662E-7","3.848905910424262E-7","5.438671395164718E-7","2.0332263831154256E-6","2.5101560285375623E-7","5.020312057075125E-7","1.5646639244550806E-6","3.4305465723346684E-7","1.4224217495046187E-7","2.642357579373874E-5","3.238101276813455E-5","6.4762025536269105E-6","5.438671395164718E-7","1.0961014657947355E-6","4.392773049940734E-6","4.852968321839287E-7","3.3468747047167495E-8","4.275632435275648E-6","6.718850969718875E-6","3.848905910424262E-7","3.34687470471675E-7","6.359061938961824E-7","4.267265248513856E-7","4.0162496456600994E-7","1.140865914970322E-4","1.6087589986897235E-4","4.936640189457206E-7","2.280895111264465E-5","3.269896586508265E-5","1.0877342790329436E-7","1.682641257796346E-5","5.103983924693043E-7","1.5884267348585695E-4","2.761171631391318E-7","2.7862731916766942E-5","3.84053872366247E-5"
1932,"2.807153607619908E-7","5.3958044479439955E-5","4.7038790181738995E-7","1.6842921645719447E-6","4.7038790181738995E-7","7.662770658638127E-7","1.2897732791767144E-7","3.869319837530143E-7","9.210498593650184E-6","2.807153607619908E-7","1.2139042627545547E-7","2.2093816272297117E-4","3.7934508211079833E-8","2.44996227830438E-4","1.1911435578279068E-6","9.10428197065916E-7","2.3344896353098528E-5","3.7934508211079833E-8","6.90408049441653E-7","4.096926886796622E-7","4.6280100017517395E-7","2.3595264107291657E-6","1.2897732791767144E-7","5.766045248084134E-7","1.5477279350120571E-6","4.1727959032187817E-7","1.5173803284431933E-7","2.118262938506698E-5","3.725927396492261E-5","9.642951987256494E-6","5.234962133129017E-7","1.2366649676812026E-6","4.794921837880491E-6","3.641712788263664E-7","6.82821147799437E-8","5.3487656577622566E-6","7.511032625793807E-6","3.186498689730706E-7","4.096926886796622E-7","6.145390330194933E-7","3.5658437718415044E-7","5.234962133129017E-7","1.1063219974679322E-4","2.2401085788806863E-4","6.82821147799437E-7","2.6098941649222925E-5","3.586328406275488E-5","2.27607049266479E-7","1.5006891448303182E-5","4.855617051018219E-7","1.7979439511723398E-4","1.365642295598874E-7","2.868607510921857E-5","5.089293621598471E-5"
1933,"2.654361431321477E-7","5.778165641496667E-5","8.038923192002187E-7","1.7139590956532966E-6","8.948989968455266E-7","9.024828866493022E-7","2.1234891450571816E-7","2.654361431321477E-7","1.1353083036252146E-5","3.867783799925581E-7","2.2751669411326947E-7","2.2761528468071856E-4","3.03355592151026E-8","2.4383722497099466E-4","1.3954357238947193E-6","1.1603351399776742E-6","2.3183951130142157E-5","2.2751669411326946E-8","6.825500823398084E-7","3.109394819548016E-7","4.246978290114363E-7","1.941475789766566E-6","2.351005839170451E-7","4.5503338822653894E-7","1.835301332513707E-6","3.4885893097367983E-7","1.0617445725285908E-7","2.375274286542533E-5","3.939072364081072E-5","1.05264390476406E-5","4.5503338822653894E-7","1.274093487034309E-6","6.2870446473300125E-6","4.0194615960010936E-7","6.825500823398084E-8","5.566575115971326E-6","8.88831885002506E-6","2.80603922739699E-7","4.1711393920766066E-7","5.61207845479398E-7","1.8959724509439122E-7","6.370467435171545E-7","1.1042143554297345E-4","2.3652635520015494E-4","4.702011678340902E-7","2.727925162418101E-5","3.346012181425816E-5","7.583889803775649E-8","1.556214187734763E-5","4.853689474416416E-7","1.9161455978219553E-4","2.1234891450571816E-7","4.206783674154352E-5","5.354984590445985E-5"
1934,"2.2058330852341587E-7","6.39235215458892E-5","7.758447403237386E-7","1.6429653324502698E-6","6.769625675373797E-7","7.986637032744368E-7","1.4452009868775522E-7","2.7382755540837834E-7","1.1044378068137926E-5","3.803160491783032E-7","1.1409481475349096E-7","2.3470824658989805E-4","4.563792590139638E-8","2.4620139759606635E-4","1.0877039006499472E-6","1.0953102216335133E-6","2.1716046408081113E-5","9.127585180279277E-8","6.237183206524173E-7","3.042528393426426E-7","5.552614318003227E-7","1.878761282940818E-6","2.2818962950698192E-7","4.944108639317942E-7","2.0765256285135355E-6","5.780803947510209E-7","1.8255170360558553E-7","2.0202388532351468E-5","3.447945301850497E-5","9.39380641470409E-6","2.8904019737551043E-7","1.2854682462226649E-6","6.549042366850381E-6","3.194654813097747E-7","5.324424688496245E-8","7.65195890946746E-6","8.062700242580028E-6","3.422844442604729E-7","6.313246416359834E-7","4.183476540961335E-7","1.8255170360558553E-7","5.324424688496245E-7","1.0406207737616733E-4","2.492287133475257E-4","5.400487898331906E-7","2.573979020838756E-5","3.548348738833569E-5","1.2170113573705702E-7","1.2809044536325252E-5","6.237183206524173E-7","1.9338310468618362E-4","1.1409481475349096E-7","3.682219988144332E-5","5.153282466366009E-5"
1935,"3.5098165218997064E-7","6.95782975287031E-5","4.3491204727887663E-7","1.6251976503579075E-6","7.706336276345007E-7","5.112124064506094E-7","2.136410056808517E-7","1.831208620121586E-7","9.90378662049091E-6","3.280915444384508E-7","9.15604310060793E-8","2.212328914184391E-4","9.15604310060793E-8","2.54827939561753E-4","1.136875351658818E-6","9.842746333153523E-7","2.140988078358821E-5","4.578021550303965E-8","8.774541304749265E-7","2.975714007697577E-7","6.180329092910352E-7","1.7472782250326799E-6","2.2127104159802497E-7","4.6543219094756973E-7","1.503117075683135E-6","3.8150179585866374E-7","2.441611493495448E-7","1.841127666813911E-5","3.5197355685920314E-5","9.06448266960185E-6","5.493625860364758E-7","8.087838072203671E-7","5.4096954652758515E-6","3.280915444384508E-7","6.10402873373862E-8","7.836046886936952E-6","6.561830888769016E-6","3.2046150852127754E-7","5.646226578708223E-7","3.586116881071439E-7","2.8994136485258444E-7","5.035823705334361E-7","1.0967413627344864E-4","2.1826480744665868E-4","3.5098165218997064E-7","2.476709658714445E-5","3.526602600917487E-5","1.0682050284042585E-7","1.5557643235116308E-5","3.586116881071439E-7","1.8592871522967835E-4","1.4497068242629222E-7","3.079482496171133E-5","5.093811978304878E-5"
1936,"2.743684199022096E-7","6.40802687371605E-5","4.57280699837016E-7","1.6614532094078249E-6","9.374254346658828E-7","7.926198797174944E-7","1.295628649538212E-7","2.3626169491579162E-7","1.0151631536381755E-5","3.1247514488862763E-7","2.210190049212244E-7","2.3214616861725847E-4","8.38347949701196E-8","2.542861758343673E-4","8.993187096794649E-7","8.00241224714778E-7","2.4014858086440625E-5","4.5728069983701604E-8","8.840760196848976E-7","3.886885948614636E-7","7.24027774741942E-7","1.448055549483884E-6","1.295628649538212E-7","6.401929797718224E-7","9.831535046495843E-7","2.438830399130752E-7","2.66747074904926E-7","2.025753500277981E-5","3.5469739617357873E-5","7.34697657738139E-6","2.896111098967768E-7","8.00241224714778E-7","5.1367865281691465E-6","4.95387424823434E-7","6.09707599782688E-8","1.058604820122692E-5","6.714404942606852E-6","4.115526298533144E-7","5.792222197935536E-7","3.277178348831948E-7","2.66747074904926E-7","6.325716347745388E-7","1.0778106095158467E-4","2.329616525319678E-4","5.944649097881208E-7","2.3740489666538416E-5","3.5911777627200326E-5","2.133976599239408E-7","1.3840362515067018E-5","3.734459048668964E-7","1.7913209281615375E-4","2.28640349918508E-7","3.0096691394272937E-5","5.213762112641711E-5"
