"Year"," hose","gown","suit ","sweater","suit ","suit ","tie s"," tee","cardigan"," suit","tee ","top"," tie","dress"," coat","dress ","jacket","tie "," tie","tie "," tie","blazer","tie "," tie"," coat","tie "," tie","polo","tank","scarf"," top"," coat","corset","top ","an tie","tunic","underwear"," dress","coat "," coat","coat ","suit ","tie","suit","coat ","hose","skirt"," dress","bra","coat ","coat","n tie","shirt","tee"
1900,"1.434614540684692E-7","2.1708957452748032E-5","3.4245637422795873E-7","6.293792823648971E-7","3.5171195190979544E-7","1.0181135450020394E-7","7.219350591832643E-7","2.961784858187751E-7","3.35977469850673E-6","3.0543406350061185E-7","3.7022310727346886E-7","1.3302579023219828E-4","3.1468964118244856E-7","1.6612836381128734E-4","2.591561750914282E-7","2.869229081369384E-7","1.928862388894773E-5","2.128782866822446E-7","1.1847139432751003E-6","8.052352583197948E-7","1.6660039827306099E-7","3.4245637422795873E-7","1.295780875457141E-7","2.0362270900040787E-7","1.1106693218204066E-7","1.6197260943214263E-7","1.6197260943214263E-7","1.29300420215259E-5","1.8626850084696403E-5","4.303843622054076E-6","9.255577681836721E-8","1.8048376479581608E-7","7.2424895360372346E-6","1.7585597595489772E-7","1.8048376479581608E-7","4.044687446962648E-6","7.959796806379581E-7","3.193174300233669E-7","4.627788840918361E-7","4.2112878452357086E-7","2.0362270900040787E-7","3.1468964118244856E-7","2.247207983261547E-4","1.2262252091781381E-4","1.897393424776528E-7","2.072786621847334E-5","3.3843019793635976E-5","1.203225098638774E-7","1.7631875483898957E-5","1.897393424776528E-7","9.568416207482803E-5","8.052352583197948E-7","2.7956472387987818E-5","7.907965571361296E-5"
1901,"2.64628555701257E-7","2.4152719800085E-5","7.152123127061001E-9","4.86344372640148E-7","9.297760065179301E-8","3.5760615635305E-8","1.71650955049464E-7","2.0741157068476902E-7","4.0051889511541605E-6","1.6449883192240302E-7","1.57346708795342E-7","1.411757584050571E-4","6.436910814354901E-8","1.6080118426571246E-4","9.08319637136747E-7","1.93107324430647E-7","1.6521404423510912E-5","7.8673354397671E-8","8.511026521202591E-7","4.4343163387778203E-7","8.5825477524732E-8","1.8595520130358602E-7","1.35890339414159E-7","7.152123127061E-8","8.01037790230832E-7","1.57346708795342E-7","1.07281846905915E-7","1.6921923318626328E-5","2.079837405349339E-5","4.198296275584807E-6","1.57346708795342E-7","1.3445991478874682E-6","3.6118221791658054E-6","9.297760065179301E-8","8.5825477524732E-8","3.6475827948011103E-6","1.0728184690591501E-6","2.1456369381183E-7","8.868632677555641E-7","4.72040126386026E-7","2.0741157068476902E-7","1.1443397003297601E-7","1.515534890624226E-4","9.324938133062132E-5","4.1482314136953805E-7","1.7994741787685477E-5","2.5568840179243076E-5","1.4304246254122002E-8","1.1879676514048322E-5","2.9323704820950104E-7","1.1102240730136791E-4","2.64628555701257E-7","2.2786664282816347E-5","3.861431276300234E-5"
1902,"1.1324201191319806E-7","2.6951598835341137E-5","1.8873668652199677E-8","6.983257401313881E-7","5.662100595659903E-8","6.291222884066559E-9","2.3906646959452923E-7","1.8244546363793021E-7","3.1456114420332793E-6","1.9502790940606334E-7","1.1953323479726462E-7","1.4042638599524965E-4","6.920345172473215E-8","1.6859848207009971E-4","6.605784028269887E-7","1.6357179498573054E-7","1.5111517367527874E-5","1.5098934921759742E-7","5.536276137978572E-7","2.8939625266706173E-7","5.662100595659903E-8","3.7118215015992695E-7","1.0065956614506494E-7","8.178589749286527E-8","9.877219927984497E-7","2.3277524671046269E-7","5.032978307253247E-8","2.0377270921491585E-5","2.212623088326209E-5","3.3846779116278085E-6","1.1953323479726462E-7","7.297818545517209E-7","2.7303907316848864E-6","9.436834326099838E-8","1.3211568056539774E-7","3.4853374777728737E-6","9.56265878378117E-7","1.5728057210166396E-7","1.2771182454655115E-6","1.5602232752485067E-6","5.032978307253247E-8","1.069507890291315E-7","1.6091060770577037E-4","9.20154259023575E-5","1.7615424075386364E-7","1.6017453462833458E-5","2.5913547059470157E-5","3.145611442033279E-8","1.1192085510754407E-5","2.8310502978299516E-7","1.1002090579655599E-4","3.208523670873945E-7","1.7508473286357234E-5","4.0263826458025975E-5"
1903,"1.7831255037022113E-7","2.8929674120410013E-5","6.1487086334559005E-9","1.112916262655518E-6","2.4594834533823602E-8","2.4594834533823602E-8","2.582457626051478E-7","2.5209705397169194E-7","3.904429982244497E-6","2.6439447123860375E-7","1.1067675540220621E-7","1.425086199976074E-4","6.76357949680149E-8","1.6188934961026041E-4","7.255476187477963E-7","1.7831255037022113E-7","1.566076088941218E-5","1.4142029856948572E-7","1.1989981835239006E-6","6.886553669470609E-7","1.291228813025739E-7","3.258815575731627E-7","1.1682546403566212E-7","1.1067675540220621E-7","9.96090798619856E-7","2.705431798720596E-7","4.304096043419131E-8","2.182791564876845E-5","2.1126962864554477E-5","4.0827425326147185E-6","1.0452804676875031E-7","7.009527842139727E-7","4.648423726892661E-6","1.0452804676875031E-7","1.5986642446985342E-7","2.8775956404573614E-6","9.653472554525764E-7","2.45948345338236E-7","1.0452804676875031E-6","7.870347050823553E-7","3.0743543167279504E-7","1.1067675540220621E-7","1.723052620353347E-4","9.534802477900065E-5","1.8446125900367704E-7","1.6398605925426886E-5","3.0528338365108545E-5","8.608192086838261E-8","1.1811669284868785E-5","2.5209705397169194E-7","1.1081202699214224E-4","4.1811218707500124E-7","1.8513761695335718E-5","4.452279921485418E-5"
1904,"2.1572883712382042E-7","3.2366764493991124E-5","2.9755701672251093E-8","8.480374976591561E-7","1.115838812709416E-7","1.4877850836125546E-8","2.529234642141343E-7","1.4877850836125548E-7","1.8597313545156933E-6","1.7109528461544377E-7","1.2646173210706715E-7","1.476329138468738E-4","7.438925418062774E-8","1.7176478790306943E-4","7.513314672243401E-7","2.9755701672251095E-7","1.646978087559098E-5","1.1902280668900437E-7","9.744992297662233E-7","4.3145767424764084E-7","5.2072477926439415E-8","4.0170197257538976E-7","1.339006575251299E-7","8.926710501675328E-8","1.4654683073583664E-6","1.5621743377931823E-7","8.926710501675328E-8","2.3968217696998254E-5","2.14612998311111E-5","4.15835930869709E-6","1.6365635919738102E-7","6.769422130437124E-7","4.180676084951279E-6","1.339006575251299E-7","1.0414495585287883E-7","3.087154048496051E-6","1.0042549314384744E-6","1.8597313545156934E-7","4.0914089799345254E-7","4.612133759198919E-7","1.8597313545156934E-7","1.2646173210706715E-7","1.6448951884420404E-4","9.654981300103673E-5","1.5621743377931823E-7","1.6707826488968987E-5","3.305858455787096E-5","1.6365635919738102E-7","1.177581893679337E-5","2.9011809130444817E-7","1.088463567170945E-4","3.049959421405737E-7","1.8842798083953003E-5","3.984288453914421E-5"
1905,"1.9552578668211623E-7","2.6135280153176204E-5","6.517526222737208E-8","1.2383299823200696E-6","8.14690777842151E-8","4.888144667052906E-8","3.014355878015959E-7","2.1181960223895926E-7","1.7352913568037817E-6","2.0367269446053774E-7","1.0590980111947963E-7","1.5123919599861692E-4","7.33221700057936E-8","1.5747158044910936E-4","7.413686078363574E-7","2.525541411310668E-7","1.402082828666342E-5","1.3849743223316568E-7","7.250747922795144E-7","4.4807992781318305E-7","8.961598556263662E-8","6.680464378305639E-7","1.3035052445474416E-7","9.776289334105812E-8","1.2953583367690201E-6","2.2811341779580228E-7","8.14690777842151E-8","2.2827635595137072E-5","1.9519991037097937E-5","3.7394306702954733E-6","1.9552578668211623E-7","5.376959133758197E-7","3.226175480254918E-6","1.629381555684302E-7","1.0590980111947963E-7","3.0143558780159587E-6","8.961598556263661E-7","2.2811341779580228E-7","6.436057144952993E-7","7.006340689442499E-7","4.3993302003476154E-7","1.8737887890369475E-7","1.6953715086895162E-4","1.044189169960285E-4","2.525541411310668E-7","1.6872246009110947E-5","2.6298218308744635E-5","1.629381555684302E-8","1.121829201088642E-5","4.3993302003476154E-7","1.0819093529743765E-4","3.177294033584389E-7","1.758102698583362E-5","3.994428883760066E-5"
1906,"2.834842845008745E-7","2.400422333354702E-5","6.895563677048298E-8","1.7009057070052469E-6","9.194084902731064E-8","6.129389935154043E-8","2.298521225682766E-7","9.96025864462532E-8","1.3637892605717745E-6","1.6089648579779362E-7","1.6089648579779362E-7","1.568970588651056E-4","6.129389935154043E-8","1.5406221602009686E-4","1.1415988754224404E-6","2.0686691031144895E-7","1.4580286308247678E-5","9.194084902731064E-8","9.347319651109915E-7","5.363216193259787E-7","6.895563677048298E-8","4.443807702986681E-7","1.5323474837885107E-7","6.129389935154043E-8","1.854140455384098E-6","1.3791127354096596E-7","8.427911160836809E-8","2.289327140780035E-5","1.965235647958765E-5","4.35186685395937E-6","1.6855822321673618E-7","1.0036876018814744E-6","3.256238403050585E-6","4.2139555804184044E-7","1.5323474837885107E-7","2.8195193701708597E-6","1.287171886382349E-6","2.604990722440468E-7","8.427911160836809E-7","4.137338206228979E-7","1.0496580263951297E-6","1.6089648579779362E-7","1.7364561686291402E-4","1.0140309473970469E-4","3.2179297159558725E-7","1.617392769138773E-5","2.4915970086401184E-5","3.830868709471277E-8","1.128573921810238E-5","3.2179297159558725E-7","1.1227510013718418E-4","2.9114602191981703E-7","2.064072060663124E-5","3.8852670451457684E-5"
1907,"3.4189796277534646E-7","2.799678090635394E-5","1.1655612367341357E-7","1.2510357274279722E-6","1.0878571542851933E-7","2.4088265559172135E-7","1.243265319183078E-7","1.7871938963256747E-7","1.7871938963256747E-6","1.7094898138767323E-7","1.0878571542851933E-7","1.5341116997894693E-4","1.243265319183078E-7","1.562939914378027E-4","7.692704162445296E-7","2.3311224734682714E-7","1.369922973574854E-5","8.547449069383662E-8","1.1189387872647702E-6","3.9629082048960613E-7","8.547449069383662E-8","3.496683710202407E-7","1.0101530718362509E-7","8.547449069383662E-8","1.63178573142779E-6","1.7094898138767323E-7","9.324489893873085E-8","2.596870435443654E-5","1.99544083728884E-5","5.967673532078775E-6","1.1655612367341357E-7","9.479898058770969E-7","2.8595102341210795E-6","5.050765359181254E-7","8.547449069383662E-8","2.626397986774252E-6","1.305428585142232E-6","2.253418391019329E-7","8.625153151832604E-7","4.817653111834427E-7","1.9115204282439826E-6","1.4763775665299051E-7","1.430920678297274E-4","1.0117071534852298E-4","2.719642885712983E-7","1.759997467468545E-5","2.488084720015135E-5","5.4392857714259666E-8","1.0070449085382932E-5","2.253418391019329E-7","1.155615114180671E-4","2.0203061436725019E-7","2.3381158408886762E-5","3.453169424030999E-5"
1908,"2.594924296622179E-7","3.290835812534491E-5","3.1453627837844594E-8","2.091666251216666E-6","6.290725567568919E-8","3.1453627837844594E-8","2.2017539486491217E-7","1.6513154614868413E-7","1.5726813918922297E-6","1.5726813918922298E-7","7.863406959461149E-8","1.5067860415719452E-4","1.0222429047299493E-7","1.5266018271097874E-4","8.177943237839595E-7","2.5162902270275675E-7","1.602562338338182E-5","1.2581451135137837E-7","1.155920823040789E-6","4.796678245271301E-7","1.0222429047299493E-7","4.875312314865912E-7","7.077066263515034E-8","1.0222429047299493E-7","1.1952378578380946E-6","8.649747655407264E-8","1.0222429047299493E-7","2.1451374185410015E-5","2.0838028442572044E-5","4.411371304257705E-6","1.7299495310814529E-7","9.121552072974933E-7","2.634241331419485E-6","3.223996853379071E-7","1.0222429047299493E-7","4.167605688514409E-6","1.6041350197300743E-6","2.594924296622179E-7","4.482141966892855E-7","3.538533131757517E-7","1.1795110439191724E-7","1.8085836006760644E-7","1.7920704460611957E-4","9.142783271765478E-5","2.0444858094598987E-7","1.7952158088449802E-5","2.723097830061396E-5","2.359022087838345E-8","1.3973274166962462E-5","4.7180441756766895E-7","1.0702096871826624E-4","3.538533131757517E-7","1.9053035062774365E-5","4.0771765084806056E-5"
1909,"2.1975350976742889E-7","3.484466589249794E-5","4.189051279941613E-7","1.6893551063371097E-6","1.0300945770348229E-7","5.493837744185722E-8","2.6095729284882183E-7","2.2662080694766103E-7","9.923244425435461E-6","2.884264815697504E-7","1.3047864642441091E-7","1.6087330374411842E-4","1.2361134924417874E-7","1.5866203405208367E-4","8.240756616278583E-7","2.6095729284882183E-7","1.592526216095836E-5","6.180567462208937E-8","1.2635826811627161E-6","5.974548546801972E-7","1.2361134924417874E-7","2.8155918438951826E-7","1.5108053796510737E-7","1.3047864642441091E-7","9.202178221511085E-7","1.9915161822673243E-7","1.9228432104650029E-7","2.0656829918138315E-5","2.2689549883487034E-5","4.896382889505525E-6","2.4035540130812534E-7","7.966064729069297E-7","4.113511010959059E-6","2.0601891540696457E-7","1.8541702386626812E-7","4.134112902499756E-6","1.9503123991859313E-6","1.5108053796510737E-7","3.9830323645346486E-7","2.884264815697504E-7","6.729951236627509E-7","3.1589567029067903E-7","2.011293998146393E-4","1.2563720191234722E-4","1.9915161822673243E-7","1.850049860354542E-5","3.0635012721015634E-5","6.867297180232153E-8","1.700342781825481E-5","4.669762082557864E-7","1.1713548800321983E-4","6.386586377615902E-7","2.2449194482178908E-5","4.376528492961951E-5"
1910,"3.510189528600315E-7","2.7508424060867775E-5","2.0058225877716085E-7","8.453109477037494E-7","1.647639982812393E-7","2.865460839673727E-7","4.226554738518747E-7","2.72218779769004E-7","2.4141507574251145E-6","3.796735612567688E-7","2.2923686717389814E-7","1.5796569243911335E-4","7.880017309102748E-8","1.5176196972121973E-4","2.793824318681883E-7","3.796735612567688E-7","1.56669071409161E-5","5.0145564694290213E-8","1.6118217223164712E-6","8.16656339307012E-7","7.163652099184317E-8","2.793824318681883E-7","1.5043669408287065E-7","8.59638251902118E-8","7.593471225135376E-7","1.0029112938858043E-7","1.790913024796079E-7","1.9850479966839742E-5","2.427761696413565E-5","3.882699437757899E-6","3.008733881657413E-7","4.08328169653506E-7","5.0790293383216806E-6","2.2923686717389814E-7","2.2923686717389814E-7","5.65928515835561E-6","2.3711688448300088E-6","2.93709736066557E-7","3.868372133559531E-7","3.366916486616629E-7","5.086192990420864E-7","2.72218779769004E-7","2.1588381966101855E-4","1.3372389373547363E-4","2.793824318681883E-7","2.0423572134774487E-5","2.9227700564672012E-5","6.447286889265885E-8","2.1476628993354582E-5","2.435641713722668E-7","1.2320048880177189E-4","7.880017309102748E-7","2.0351935613782642E-5","5.338353544312153E-5"
1911,"2.7310202600107755E-7","3.416926502236558E-5","1.1554316484660973E-7","8.403139261571616E-7","1.1554316484660973E-7","4.201569630785808E-7","3.6763734269375823E-7","2.41590253770184E-7","4.653238366095283E-6","2.6259810192411303E-7","1.995745574623259E-7","1.732832354976837E-4","8.403139261571616E-8","1.5209682063444625E-4","4.096530390016163E-7","2.7310202600107755E-7","1.3403007122206728E-5","1.1554316484660973E-7","2.1322965876237977E-6","8.928335465419843E-7","1.3655101300053878E-7","2.520941778471485E-7","1.995745574623259E-7","9.453531669268069E-8","7.142668372335874E-7","2.520941778471485E-7","1.8907063338536138E-7","1.8329347514303087E-5","2.0535171570465638E-5","5.462040520021551E-6","2.836059500780421E-7","3.6763734269375823E-7","4.317112795632418E-6","2.9410987415500655E-7","7.352746853875164E-8","8.487170654187332E-6","2.804547728549527E-6","1.995745574623259E-7","2.836059500780421E-7","5.146922797712615E-7","7.87794305772339E-7","3.466294945398292E-7","2.613586388830312E-4","1.2973396627458878E-4","1.8907063338536138E-7","2.133346980031494E-5","4.222577478939737E-5","3.151177223089356E-8","2.189017777639406E-5","2.3108632969321945E-7","1.2845248753719913E-4","8.193060780032326E-7","2.1554052205931195E-5","6.233028547270747E-5"
1912,"4.3052319167566484E-7","3.0767562577510874E-5","5.344425827697909E-7","1.1208448610866446E-6","4.15677564376504E-7","2.4495285043615415E-7","5.047513281714692E-7","2.375300367865737E-7","8.46943037417127E-6","3.5629505517986055E-7","1.55879086641189E-7","1.662339116823537E-4","1.03919391094126E-7","1.6332416873171817E-4","3.5629505517986055E-7","3.5629505517986055E-7","1.7094739834983728E-5","3.7114068247902144E-8","2.286226604070772E-6","8.536235697017492E-7","1.4103345934202813E-7","5.047513281714692E-7","1.7072471394034986E-7","9.649657744454557E-8","5.418653964193713E-7","2.07838782188252E-7","1.03919391094126E-7","1.6181733756085334E-5","2.0665113200431914E-5","5.218237995655041E-6","3.5629505517986055E-7","3.4887224153028016E-7","7.890450909503995E-6","2.894897323336367E-7","1.8557034123951072E-7","5.834331528570217E-6","2.301072231369933E-6","4.3052319167566484E-7","4.67637259923567E-7","5.270197691202104E-7","7.645498059067841E-7","5.270197691202104E-7","2.4023936376867057E-4","1.426070958357392E-4","2.3010722313699328E-7","1.851992005570317E-5","3.3885144310334656E-5","1.03919391094126E-7","1.8252698764318273E-5","2.8206691868405627E-7","1.2605422139717483E-4","8.536235697017492E-7","2.1281206733347087E-5","5.066070315838642E-5"
1913,"2.7973842902783515E-7","3.954413514785147E-5","5.050832746335913E-7","1.4608562404786947E-6","5.050832746335913E-7","3.496730362847939E-7","2.253448456057561E-7","2.253448456057561E-7","1.1741243507251636E-5","2.4865638135807567E-7","9.324614300927837E-8","1.7533383090511312E-4","7.770511917439865E-8","1.825448659644973E-4","4.1183713162431287E-7","3.0304996478015475E-7","1.835394914899296E-5","4.662307150463919E-8","9.557729658451033E-7","3.4190252436735407E-7","8.547563109183852E-8","3.496730362847939E-7","6.216409533951892E-8","1.0101665492671825E-7","7.770511917439865E-7","2.020333098534365E-7","1.2432819067903783E-7","1.785663638627681E-5","2.1229038558445712E-5","5.400505782620706E-6","3.574435482022338E-7","5.128537865510311E-7","1.0218223171433422E-5","2.4865638135807567E-7","1.554102383487973E-7","8.726284883284969E-6","3.038270159718987E-6","2.4088586944063584E-7","7.071165844870277E-7","6.838050487347081E-7","6.91575560652148E-7","4.740012269638318E-7","1.6233376446723622E-4","1.6543419872229473E-4","1.2432819067903783E-7","1.9053295221562547E-5","4.586156133673008E-5","1.4763972643135743E-7","1.3388592033748887E-5","4.1183713162431287E-7","1.4527749080845572E-4","1.9426279793599663E-7","2.538626243427604E-5","4.419867178639795E-5"
